Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type
965,Dairy,44,3/24/2025,791,Grocery Store,West James,Vegetarian,Lunch
966,Dairy,41,3/25/2025,705,Grocery Store,East Robert,Vegan,Snacks
967,Fruits,34,3/16/2025,357,Supermarket,Donnaborough,Vegan,Snacks
968,Rice,45,3/17/2025,789,Grocery Store,Lake Maria,Non-Vegetarian,Lunch
969,Soup,50,3/21/2025,208,Restaurant,East Garyton,Non-Vegetarian,Lunch
970,Fruits,26,3/20/2025,62,Grocery Store,Marymouth,Vegetarian,Breakfast
971,Fish,7,3/18/2025,751,Restaurant,East Richardside,Vegetarian,Snacks
972,Vegetables,21,3/23/2025,984,Catering Service,South Edwardtown,Vegetarian,Dinner
973,Fruits,7,3/16/2025,519,Restaurant,Keithburgh,Non-Vegetarian,Breakfast
974,Chicken,45,3/17/2025,393,Restaurant,Heatherview,Non-Vegetarian,Lunch
975,Fish,48,3/19/2025,5,Grocery Store,Valentineside,Non-Vegetarian,Lunch
976,Vegetables,41,3/19/2025,738,Grocery Store,West Kelli,Non-Vegetarian,Lunch
977,Vegetables,12,3/19/2025,514,Supermarket,Maxwellburgh,Vegan,Dinner
978,Dairy,14,3/27/2025,743,Supermarket,South Richard,Vegetarian,Snacks
979,Pasta,43,3/16/2025,584,Supermarket,Moralesside,Vegetarian,Lunch
980,Chicken,2,3/27/2025,876,Grocery Store,Brookeland,Vegan,Dinner
981,Dairy,47,3/18/2025,999,Grocery Store,Stevenchester,Vegan,Breakfast
982,Soup,36,3/19/2025,7,Restaurant,Lake Christopherburgh,Vegetarian,Breakfast
983,Fruits,43,3/22/2025,98,Supermarket,Gardnerfort,Vegetarian,Lunch
984,Chicken,26,3/23/2025,234,Catering Service,New Joel,Non-Vegetarian,Dinner
985,Bread,31,3/16/2025,935,Grocery Store,Ramseyfort,Vegetarian,Dinner
986,Rice,23,3/24/2025,14,Catering Service,Garciamouth,Vegan,Snacks
987,Dairy,6,3/29/2025,557,Restaurant,East Aaron,Vegetarian,Dinner
988,Soup,44,3/24/2025,517,Grocery Store,Wadeville,Vegan,Lunch
989,Bread,31,3/19/2025,557,Restaurant,East Aaron,Non-Vegetarian,Snacks
990,Pasta,11,3/25/2025,720,Restaurant,Francisshire,Vegetarian,Breakfast
991,Vegetables,7,3/19/2025,432,Restaurant,Carolchester,Vegetarian,Dinner
992,Salad,25,3/26/2025,257,Supermarket,Lake Coryhaven,Vegan,Breakfast
993,Soup,8,3/28/2025,470,Restaurant,Port Daniellechester,Vegetarian,Lunch
994,Salad,17,3/29/2025,37,Catering Service,New Amanda,Non-Vegetarian,Snacks
995,Rice,37,3/23/2025,868,Grocery Store,Rodriguezview,Vegan,Snacks
996,Fish,15,3/30/2025,467,Catering Service,Phillipsfort,Vegan,Breakfast
997,Fish,22,3/18/2025,35,Grocery Store,Andersonmouth,Vegetarian,Breakfast
998,Fruits,6,3/22/2025,444,Restaurant,New Billy,Non-Vegetarian,Dinner
999,Pasta,15,3/30/2025,702,Supermarket,Lake Mistyton,Non-Vegetarian,Lunch
1000,Salad,18,3/19/2025,155,Supermarket,Charlesview,Non-Vegetarian,Dinner
