CODE,NAME,WHO_REGION,YEAR,VACCINECODE,VACCINE_DESCRIPTION,SCHEDULEROUNDS,TARGETPOP,TARGETPOP_DESCRIPTION,GEOAREA,AGEADMINISTERED,SOURCECOMMENT
SLV,El Salvador,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,"Personal de riesgo y con enfermedades cronicas, se aplica en adultos la primera dosis posteriormente al mes de la primera dosis y posteriormente a los seis meses en donde se completa el esquema"
SLV,El Salvador,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,"Personal de riesgo y con enfermedades cronicas, se aplica en adultos la primera dosis posteriormente al mes de la primera dosis y posteriormente a los seis meses en donde se completa el esquema"
SLV,El Salvador,AMRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,Recien Nacido en las primeras 24 horas de vida
SLV,El Salvador,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y9,niñas de 9 años
SLV,El Salvador,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6,niñas de 9 años
SLV,El Salvador,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>Y60,
SLV,El Salvador,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
SLV,El Salvador,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
SLV,El Salvador,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Adults with chronic conditions
SLV,El Salvador,AMRO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,,General/routine,NATIONAL,M6-Y4,
SLV,El Salvador,AMRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,M2,"Niños de 2 meses, 4 meses y 6 meses"
SLV,El Salvador,AMRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M4,"Niños de 2 meses, 4 meses y 6 meses"
SLV,El Salvador,AMRO,2023.0,IPV,IPV (Inactivated polio vaccine),3.0,,General/routine,NATIONAL,M6,"Niños de 2 meses, 4 meses y 6 meses"
SLV,El Salvador,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12,Primera dosis a los 12 meses y segunda dosis a los 18 meses
SLV,El Salvador,AMRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,M15-M18,Primera dosis a los 12 meses y segunda dosis a los 18 meses
SLV,El Salvador,AMRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,M15-M18,"15 a 18 meses y 2° refuerzo a los 4 años de edad, a partir del mes de julio 2023 se dio en cambio de primer refuerzo con Hexavalente"
SLV,El Salvador,AMRO,2023.0,OPV,OPV (Oral polio vaccine),5.0,,General/routine,NATIONAL,Y4,"15 a 18 meses y 2° refuerzo a los 4 años de edad, a partir del mes de julio 2023 se dio en cambio de primer refuerzo con Hexavalente"
SLV,El Salvador,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,ADULTS,Adults,NATIONAL,>Y60,"Personas  con enfermedades cronicas de alto riesgo , mayores de 60 años de edad"
SLV,El Salvador,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4,"Niños de 2, 4 meses y 1 año de edad"
SLV,El Salvador,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,Y1,"Niños de 2, 4 meses y 1 año de edad"
SLV,El Salvador,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2,"Niños de 2, 4 meses y 1 año de edad"
SLV,El Salvador,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Personas  con enfermedades cronicas de alto riesgo , mayores de 60 años de edad"
SLV,El Salvador,AMRO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,ADULTS,Adults,NATIONAL,>Y60,"Adultos  Mayores de 60 años, Grupos de riesgo y personas con enfermedades cronicas"
SLV,El Salvador,AMRO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Adultos  Mayores de 60 años, Grupos de riesgo y personas con enfermedades cronicas"
SLV,El Salvador,AMRO,2023.0,RABIES,Rabies vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Personas agredidas por animal transmisor de rabia según lineamiento
SLV,El Salvador,AMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,M2,Dos dosis a los 2 y 4 meses
SLV,El Salvador,AMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,M4,Dos dosis a los 2 y 4 meses
SLV,El Salvador,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,,"Mujeres embarazadas se utiliza la Td, si el esquema de vacuna no esta completo o no hay evidencia de vacunación previa, se coloca tdpa a las 20 semanas y luego 4 semanas posterior se colocara la Td a completar esquema, luego cada 10 años se da un refuerzo."
SLV,El Salvador,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6.0,B_ADO_W,General/routine,NATIONAL,Y10,niños de 10 año de edad
SLV,El Salvador,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,,"Mujeres embarazadas se utiliza la Td, si el esquema de vacuna no esta completo o no hay evidencia de vacunación previa, se coloca tdpa a las 20 semanas y luego 4 semanas posterior se colocara la Td a completar esquema, luego cada 10 años se da un refuerzo."
SLV,El Salvador,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,HW,Health workers,NATIONAL,,Mujeres embarazadas a partir de la 20a semana de edad gestacional en cada embarazo .Personal de salud que este en contacto directo con recién nacidos o lactantes
SLV,El Salvador,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,PW,Pregnant women,NATIONAL,,Mujeres embarazadas a partir de la 20a semana de edad gestacional en cada embarazo .Personal de salud que este en contacto directo con recién nacidos o lactantes
SLV,El Salvador,AMRO,2023.0,VARICELLA,Varicella vaccine,1.0,,General/routine,NATIONAL,M15,Primera dosis en niños de 15 meses y 4 años (vacuna incorporada al esquema a partir de julio 2023)
SLV,El Salvador,AMRO,2023.0,VARICELLA,Varicella vaccine,2.0,,General/routine,NATIONAL,Y4,Primera dosis en niños de 15 meses y 4 años (vacuna incorporada al esquema a partir de julio 2023)
SLV,El Salvador,AMRO,2023.0,VITAMINA,Vitamin A supplements,1.0,,General/routine,NATIONAL,M6,se inicia a lo 6 meses de edad y posteriormente a los 11 meses al año de edad
SLV,El Salvador,AMRO,2023.0,VITAMINA,Vitamin A supplements,2.0,,General/routine,NATIONAL,M11,se inicia a lo 6 meses de edad y posteriormente a los 11 meses al año de edad
SLV,El Salvador,AMRO,2023.0,VITAMINA,Vitamin A supplements,3.0,,General/routine,NATIONAL,Y1,se inicia a lo 6 meses de edad y posteriormente a los 11 meses al año de edad
SLV,El Salvador,AMRO,2023.0,VITAMINA,Vitamin A supplements,4.0,,General/routine,NATIONAL,Y4,se inicia a lo 6 meses de edad y posteriormente a los 11 meses al año de edad
SLV,El Salvador,AMRO,2023.0,VITAMINA,Vitamin A supplements,5.0,,General/routine,NATIONAL,Y5,se inicia a lo 6 meses de edad y posteriormente a los 11 meses al año de edad
SLV,El Salvador,AMRO,2023.0,YF,YF (Yellow fever) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,>=Y1,"una dosis a los Viajeros a países endemicos, a partir del  1 año de edad"
SMR,San Marino,EURO,2023.0,CHOLERA,Cholera vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,Travellers
SMR,San Marino,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,M3,
SMR,San Marino,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,M5,
SMR,San Marino,EURO,2023.0,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,M11,
SMR,San Marino,EURO,2023.0,DTAPIPV,DTaP-IPV (acellular) vaccine,4.0,B_CHILD_W,General/routine,NATIONAL,Y5,
SMR,San Marino,EURO,2023.0,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,,General/routine,NATIONAL,Y15,
SMR,San Marino,EURO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Risk categories, outbreaks, travellers"
SMR,San Marino,EURO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,"Risk categories, outbreaks, travellers"
SMR,San Marino,EURO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Risk categories, outbreaks, travellers"
SMR,San Marino,EURO,2023.0,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,"Risk categories, outbreaks, travellers"
SMR,San Marino,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Risk categories (workers not yet covered by vaccination are also included)
SMR,San Marino,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B,Administered to newborns of HBSaG positive mothers
SMR,San Marino,EURO,2023.0,HIB,Hib (Haemophilus influenzae type B) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Risk categories
SMR,San Marino,EURO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y11-Y14,Females
SMR,San Marino,EURO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6,Females
SMR,San Marino,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>Y65,
SMR,San Marino,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
SMR,San Marino,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
SMR,San Marino,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Adults with chronic conditions, residents living in long-term care facilities"
SMR,San Marino,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Children with chronic conditions
SMR,San Marino,EURO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,TRAVELLERS,Travellers,NATIONAL,,Travellers
SMR,San Marino,EURO,2023.0,JE_INACTD,JE-Inact (Japanese Encephalitis inactivated) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,Travellers (given in Italy)
SMR,San Marino,EURO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,,General/routine,NATIONAL,M13,
SMR,San Marino,EURO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,2.0,,General/routine,NATIONAL,Y13,
SMR,San Marino,EURO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Risk categories, travellers"
SMR,San Marino,EURO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,"Risk categories, travellers"
SMR,San Marino,EURO,2023.0,MEN_B,Meningococcal B vaccine,1.0,,General/routine,NATIONAL,M4,
SMR,San Marino,EURO,2023.0,MEN_B,Meningococcal B vaccine,2.0,,General/routine,NATIONAL,M6,
SMR,San Marino,EURO,2023.0,MEN_B,Meningococcal B vaccine,3.0,,General/routine,NATIONAL,M13,
SMR,San Marino,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M15,
SMR,San Marino,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,Y6,
SMR,San Marino,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M3,
SMR,San Marino,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M5,
SMR,San Marino,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M11,
SMR,San Marino,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Risk categories
SMR,San Marino,EURO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Risk categories
SMR,San Marino,EURO,2023.0,RABIES,Rabies vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Risk categories
SMR,San Marino,EURO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Risk categories
SMR,San Marino,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,ADULTS,Adults,NATIONAL,Y25,Adults every 10 years
SMR,San Marino,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",2.0,ADULTS,Adults,NATIONAL,+Y10,Adults every 10 years
SMR,San Marino,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",3.0,ADULTS,Adults,NATIONAL,+Y10,Adults every 10 years
SMR,San Marino,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",4.0,ADULTS,Adults,NATIONAL,+Y10,Adults every 10 years
SMR,San Marino,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5.0,ADULTS,Adults,NATIONAL,+Y10,Adults every 10 years
SMR,San Marino,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,ADULTS,Adults,NATIONAL,+Y10,Adults every 10 years
SMR,San Marino,EURO,2023.0,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",5.0,B_ADO_W,General/routine,NATIONAL,Y15,
SMR,San Marino,EURO,2023.0,TT,TT (Tetanus toxoid) vaccine,1.0,ADULTS,Adults,NATIONAL,Y25,Every 10 years to individuals that refuse TdaP
SMR,San Marino,EURO,2023.0,TT,TT (Tetanus toxoid) vaccine,2.0,ADULTS,Adults,NATIONAL,+Y10,Every 10 years to individuals that refuse TdaP
SMR,San Marino,EURO,2023.0,TT,TT (Tetanus toxoid) vaccine,3.0,ADULTS,Adults,NATIONAL,+Y10,Every 10 years to individuals that refuse TdaP
SMR,San Marino,EURO,2023.0,TT,TT (Tetanus toxoid) vaccine,4.0,ADULTS,Adults,NATIONAL,+Y10,Every 10 years to individuals that refuse TdaP
SMR,San Marino,EURO,2023.0,TT,TT (Tetanus toxoid) vaccine,5.0,ADULTS,Adults,NATIONAL,+Y10,Every 10 years to individuals that refuse TdaP
SMR,San Marino,EURO,2023.0,TT,TT (Tetanus toxoid) vaccine,6.0,ADULTS,Adults,NATIONAL,+Y10,Every 10 years to individuals that refuse TdaP
SMR,San Marino,EURO,2023.0,TYPHOID_CONJ,Typhoid conjugate vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,Travellers
SMR,San Marino,EURO,2023.0,TYPHOID_PS,Typhoid polysaccharide vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,Travellers
SMR,San Marino,EURO,2023.0,VARICELLA,Varicella vaccine,1.0,,General/routine,NATIONAL,M15,
SMR,San Marino,EURO,2023.0,VARICELLA,Varicella vaccine,2.0,,General/routine,NATIONAL,Y6,
SMR,San Marino,EURO,2023.0,YF,YF (Yellow fever) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,Travellers (given in Italy)
SMR,San Marino,EURO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Risk categories
SOM,Somalia,EMRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,Live birth
SOM,Somalia,EMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,W6,<1 year
SOM,Somalia,EMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,W10,<1 year
SOM,Somalia,EMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,W14,<1 year
SOM,Somalia,EMRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,W14,given at 14 weeks with Penta3
SOM,Somalia,EMRO,2023.0,IPV,IPV (Inactivated polio vaccine),2.0,,General/routine,NATIONAL,M9,
SOM,Somalia,EMRO,2023.0,MEASLES,Measles vaccine,1.0,,General/routine,NATIONAL,M9,<1 year
SOM,Somalia,EMRO,2023.0,MEASLES,Measles vaccine,2.0,,General/routine,NATIONAL,M15,
SOM,Somalia,EMRO,2023.0,OPV,OPV (Oral polio vaccine),1.0,,General/routine,NATIONAL,B,
SOM,Somalia,EMRO,2023.0,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,W6,
SOM,Somalia,EMRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,W10,
SOM,Somalia,EMRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,W14,
SOM,Somalia,EMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,pregnant women
SOM,Somalia,EMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,pregnant women
SOM,Somalia,EMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,pregnant women
SOM,Somalia,EMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,pregnant women
SOM,Somalia,EMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,pregnant women
SOM,Somalia,EMRO,2023.0,TT,TT (Tetanus toxoid) vaccine,1.0,ADULTS,Adults,NATIONAL,1st contact,
SOM,Somalia,EMRO,2023.0,TT,TT (Tetanus toxoid) vaccine,2.0,ADULTS,Adults,NATIONAL,+M1,
SOM,Somalia,EMRO,2023.0,TT,TT (Tetanus toxoid) vaccine,3.0,ADULTS,Adults,NATIONAL,+M6,
SOM,Somalia,EMRO,2023.0,TT,TT (Tetanus toxoid) vaccine,4.0,ADULTS,Adults,NATIONAL,+Y1,
SOM,Somalia,EMRO,2023.0,TT,TT (Tetanus toxoid) vaccine,5.0,ADULTS,Adults,NATIONAL,+Y1,
SOM,Somalia,EMRO,2023.0,VITAMINA,Vitamin A supplements,1.0,,General/routine,NATIONAL,M36,
SRB,Serbia,EURO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,
SRB,Serbia,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,1.0,,General/routine,NATIONAL,W8,
SRB,Serbia,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,2.0,,General/routine,NATIONAL,W14,
SRB,Serbia,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,3.0,,General/routine,NATIONAL,W20,
SRB,Serbia,EURO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,
SRB,Serbia,EURO,2023.0,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y7,
SRB,Serbia,EURO,2023.0,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,Travellers
SRB,Serbia,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,HW,Health workers,NATIONAL,,"Health and care workers, medical and other health-related students"
SRB,Serbia,EURO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Post-exposure profilaxis, newborns of HBs Ag positive mothers, partners and household contacts of HBs Ag positive persons, iv drug users, persons with comorbidities includng HIV and Hepatitis C, residents of long-term health facilities, residents of long-term health facilities, health and care workers, medical and other health-related students"
SRB,Serbia,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,
SRB,Serbia,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,2.0,,General/routine,NATIONAL,W4,
SRB,Serbia,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,3.0,,General/routine,NATIONAL,M6,
SRB,Serbia,EURO,2023.0,HIB,Hib (Haemophilus influenzae type B) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Immunocompromised persons
SRB,Serbia,EURO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y9-Y19,"Recommended HPV 9 vaccine is free of charge (funded by National Health Insurance Fund) for children of both genders aged 9 to 19 years. The number of doses depends on age: two dose schedule (0, 6 months) is predicted for children aged 9 to 14 years while three dose schedule is predicted for children aged 15 to 19 years (regimen 0, 2, 6 months)."
SRB,Serbia,EURO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,+M6,"Recommended HPV 9 vaccine is free of charge (funded by National Health Insurance Fund) for children of both genders aged 9 to 19 years. The number of doses depends on age: two dose schedule (0, 6 months) is predicted for children aged 9 to 14 years while three dose schedule is predicted for children aged 15 to 19 years (regimen 0, 2, 6 months)."
SRB,Serbia,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>Y65,
SRB,Serbia,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,,Health and care workers
SRB,Serbia,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,,Pregnant women
SRB,Serbia,EURO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Adults with chronic conditions, residents living in long-term care facilities"
SRB,Serbia,EURO,2023.0,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,Children with chronic conditions
SRB,Serbia,EURO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,HW,Health workers,NATIONAL,,"Immunocompromised persons, travellers, exposed health workers in laboratories"
SRB,Serbia,EURO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Immunocompromised persons, travellers, exposed health workers in laboratories"
SRB,Serbia,EURO,2023.0,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,"Immunocompromised persons, travellers, exposed health workers in laboratories"
SRB,Serbia,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M12,>12M
SRB,Serbia,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,,General/routine,NATIONAL,Y7,>12M
SRB,Serbia,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,HW,Health workers,NATIONAL,,"Health and care workers, susceptible contacts of measles cases, seronegative women of reproductive age"
SRB,Serbia,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Health and care workers, susceptible contacts of measles cases, seronegative women of reproductive age"
SRB,Serbia,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,W20,
SRB,Serbia,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M18,
SRB,Serbia,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,W8,
SRB,Serbia,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Immunocompromised persons, persons with comorbidities, residents of long-term health facilities"
SRB,Serbia,EURO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"Immunocompromised persons, persons with comorbidities, residents of long-term health facilities"
SRB,Serbia,EURO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6.0,B_ADO_W,General/routine,NATIONAL,Y14,
SRB,Serbia,EURO,2023.0,TT,TT (Tetanus toxoid) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,In case of injury
SRB,Serbia,EURO,2023.0,TYPHOID_PS,Typhoid polysaccharide vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,,Travellers
SRB,Serbia,EURO,2023.0,VARICELLA,Varicella vaccine,1.0,HW,Health workers,NATIONAL,,health and care workers
