coverage-data.xlsx
GROUP	CODE	NAME	YEAR	ANTIGEN	ANTIGEN_DESCRIPTION	COVERAGE_CATEGORY	COVERAGE_CATEGORY_DESCRIPTION	TARGET_NUMBER	DOSES	COVERAGE
ARG	Argentina	AMRO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	2	RISKGROUPS	Risk group(s)	NATIONAL	M4	Nacidos pretérmino con peso inferior a 1500 g y menores de 6 meses
ARG	Argentina	AMRO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	3	RISKGROUPS	Risk group(s)	NATIONAL	M6	Nacidos pretérmino con peso inferior a 1500 g y menores de 6 meses
ARG	Argentina	AMRO	2023	DTWP	DTwP (Whole cell) vaccine	5	B_CHILD_W	General/routine	NATIONAL	Y5	
ARG	Argentina	AMRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	1		General/routine	NATIONAL	M2	
ARG	Argentina	AMRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	2		General/routine	NATIONAL	M4	
ARG	Argentina	AMRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	3		General/routine	NATIONAL	M6	
ARG	Argentina	AMRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	4	B_2YL_W	General/routine	NATIONAL	M15-M18	
ARG	Argentina	AMRO	2023	HEPA_ADULT	Adult Hepatitis A vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	1st contact	Indicaciones especiales: HSH, pacientes con desórdenes de la coagulación, enfermedad hepática crónica, trabajo con el VHA en laboratorios, personal gastronómico, personal de jardines maternales que asisten a niños menores de un año de vida.
ARG	Argentina	AMRO	2023	HEPA_ADULT	Adult Hepatitis A vaccine	2	RISKGROUPS	Risk group(s)	NATIONAL	+M6	Indicaciones especiales: HSH, pacientes con desórdenes de la coagulación, enfermedad hepática crónica, trabajo con el VHA en laboratorios, personal gastronómico, personal de jardines maternales que asisten a niños menores de un año de vida.
ARG	Argentina	AMRO	2023	HEPA_PEDIATRIC	Pediatric Hepatitis A vaccine	1		General/routine	NATIONAL	M12	
ARG	Argentina	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	1	ADULTS	Adults	NATIONAL	1st contact	Universal
ARG	Argentina	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	2	ADULTS	Adults	NATIONAL	+M1	Universal
ARG	Argentina	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	3	ADULTS	Adults	NATIONAL	+M6	Universal
ARG	Argentina	AMRO	2023	HEPB_PEDIATRIC	Pediatric Hepatitis B vaccine	1		General/routine	NATIONAL	B	
ARG	Argentina	AMRO	2023	HIB	Hib (Haemophilus influenzae type B) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	1st contact	Huéspedes especiales
ARG	Argentina	AMRO	2023	HIB	Hib (Haemophilus influenzae type B) vaccine	2	RISKGROUPS	Risk group(s)	NATIONAL	+M2	Huéspedes especiales
ARG	Argentina	AMRO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	1	BOTH	HPV administered to females and males	NATIONAL	Y11	Esquema de dos dosis (0-6) aplicado a los 11 años en mujeres nacidas a partir del año 2000 y varones nacidos a partir del año 2006.
ARG	Argentina	AMRO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	2	BOTH	HPV administered to females and males	NATIONAL	+M6	Esquema de dos dosis (0-6) aplicado a los 11 años en mujeres nacidas a partir del año 2000 y varones nacidos a partir del año 2006.
ARG	Argentina	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	ADULTS	Adults	NATIONAL	>=Y65	
ARG	Argentina	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	HW	Health workers	NATIONAL		Health and care workers
ARG	Argentina	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	PW	Pregnant women	NATIONAL		Pregnant women
ARG	Argentina	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Adults with chronic conditions, residents living in long-term care facilities, other groups
ARG	Argentina	AMRO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1		General/routine	NATIONAL	M6-M24	
ARG	Argentina	AMRO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Children with chronic conditions
ARG	Argentina	AMRO	2023	IPV	IPV (Inactivated polio vaccine)	1		General/routine	NATIONAL	M2	
ARG	Argentina	AMRO	2023	IPV	IPV (Inactivated polio vaccine)	2		General/routine	NATIONAL	M4	
ARG	Argentina	AMRO	2023	IPV	IPV (Inactivated polio vaccine)	3		General/routine	NATIONAL	M6	
ARG	Argentina	AMRO	2023	IPV	IPV (Inactivated polio vaccine)	5		General/routine	NATIONAL	Y5	
ARG	Argentina	AMRO	2023	MEN_ACYW_135CONJ	Meningococcal ACYW conjugate vaccine	1		General/routine	NATIONAL	M3	
ARG	Argentina	AMRO	2023	MEN_ACYW_135CONJ	Meningococcal ACYW conjugate vaccine	2		General/routine	NATIONAL	M5	
ARG	Argentina	AMRO	2023	MEN_ACYW_135CONJ	Meningococcal ACYW conjugate vaccine	3		General/routine	NATIONAL	M15	
ARG	Argentina	AMRO	2023	MEN_ACYW_135CONJ	Meningococcal ACYW conjugate vaccine	4		General/routine	NATIONAL	Y11	
ARG	Argentina	AMRO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1		General/routine	NATIONAL	Y1	11 años se puede iniciar o completar esquema
ARG	Argentina	AMRO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	2		General/routine	NATIONAL	Y5	11 años se puede iniciar o completar esquema
ARG	Argentina	AMRO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	1st contact	Puérperas. Adultos y niños de poblaciones seleccionadas para actividades intensificadas de vacunación para contención de brote de sarampión.
ARG	Argentina	AMRO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	2	RISKGROUPS	Risk group(s)	NATIONAL	+M1	Puérperas. Adultos y niños de poblaciones seleccionadas para actividades intensificadas de vacunación para contención de brote de sarampión.
ARG	Argentina	AMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1		General/routine	NATIONAL	M2	También como parte del esquema secuencial con la PS23V para grupos de riesgo
ARG	Argentina	AMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	2		General/routine	NATIONAL	M4	También como parte del esquema secuencial con la PS23V para grupos de riesgo
ARG	Argentina	AMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	3		General/routine	NATIONAL	M12	También como parte del esquema secuencial con la PS23V para grupos de riesgo
ARG	Argentina	AMRO	2023	PPV23	PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine	1	ADULTS	Adults	NATIONAL	>Y65	
ARG	Argentina	AMRO	2023	PPV23	PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	1st contact	Grupos de riesgo 1er contacto. También como parte del esquema secuencial con la PC13V para grupos de riesgo
ARG	Argentina	AMRO	2023	RABIES	Rabies vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	1st contact	Esquema Zagreb (0-0-7-21) para profilaxis postexposición y Profilaxis pre exposicion (0-7) para personal que trabaja con el virus en laboratorio o personas que trabajan con animales potencialmente rabiosos. Para profilaxis post-exposición cuando esté indicado su uso
ARG	Argentina	AMRO	2023	RABIES	Rabies vaccine	2	RISKGROUPS	Risk group(s)	NATIONAL	+D7	Esquema Zagreb (0-0-7-21) para profilaxis postexposición y Profilaxis pre exposicion (0-7) para personal que trabaja con el virus en laboratorio o personas que trabajan con animales potencialmente rabiosos. Para profilaxis post-exposición cuando esté indicado su uso
ARG	Argentina	AMRO	2023	RABIES	Rabies vaccine	3	RISKGROUPS	Risk group(s)	NATIONAL	+D21	Esquema Zagreb (0-0-7-21) para profilaxis postexposición y Profilaxis pre exposicion (0-7) para personal que trabaja con el virus en laboratorio o personas que trabajan con animales potencialmente rabiosos. Para profilaxis post-exposición cuando esté indicado su uso
ARG	Argentina	AMRO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	1		General/routine	NATIONAL	M2	
ARG	Argentina	AMRO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	2		General/routine	NATIONAL	M4	
ARG	Argentina	AMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	1	ADULTS	Adults	NATIONAL		Para quellos adultos que no acrediten esquema completo en la infancia. Si acredita esquema completo se aplica un refuerzo de DT cada 10 años.
ARG	Argentina	AMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	2	RISKGROUPS	Risk group(s)	NATIONAL	+M1	Para quellos adultos que no acrediten esquema completo en la infancia. Si acredita esquema completo se aplica un refuerzo de DT cada 10 años.
ARG	Argentina	AMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	3	RISKGROUPS	Risk group(s)	NATIONAL	+M6-M12	Para quellos adultos que no acrediten esquema completo en la infancia. Si acredita esquema completo se aplica un refuerzo de DT cada 10 años.
ARG	Argentina	AMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	1st contact	Para quellos adultos que no acrediten esquema completo en la infancia. Si acredita esquema completo se aplica un refuerzo de DT cada 10 años.
ARG	Argentina	AMRO	2023	TDAP_S	Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine	6	B_ADO_W	General/routine	NATIONAL	Y11	
ARG	Argentina	AMRO	2023	TDAP_S	Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine	1	HW	Health workers	NATIONAL	1st contact	Embarazadas a partir de la semana 20 (en cada embarazo), convivientes de RN con menos de 1500g y personal de salud que presta cuidado a niños menores de 12 meses (revacunar cada 5 años).
ARG	Argentina	AMRO	2023	TDAP_S	Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine	2	HW	Health workers	NATIONAL	+Y5	Embarazadas a partir de la semana 20 (en cada embarazo), convivientes de RN con menos de 1500g y personal de salud que presta cuidado a niños menores de 12 meses (revacunar cada 5 años).
ARG	Argentina	AMRO	2023	TDAP_S	Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine	1	PW	Pregnant women	NATIONAL	1st contact	Embarazadas a partir de la semana 20 (en cada embarazo), convivientes de RN con menos de 1500g y personal de salud que presta cuidado a niños menores de 12 meses (revacunar cada 5 años).
ARG	Argentina	AMRO	2023	VARICELLA	Varicella vaccine	1		General/routine	NATIONAL	M15	También forma parte de la estrategia para huespedes especiales
ARG	Argentina	AMRO	2023	VARICELLA	Varicella vaccine	2		General/routine	NATIONAL	Y5	También forma parte de la estrategia para huespedes especiales
ARG	Argentina	AMRO	2023	VARICELLA	Varicella vaccine	1	HW	Health workers	NATIONAL	1st contact	1. Personal de salud sin antecedentes de infección y con serología negativa 2. Convivientes de inmunocomprometidos 3. Huéspedes en situaciones especiales: - niños con VIH con CD4 ≥ 15% o adolescentes y adultos con CD4 ≥ 200/mm³ - pacientes con deterioro de la inmunidad humoral, sin requerimiento de tratamiento sustitutivo con Inmunoglobulina  EV (ver cuadro 2) - pacientes en plan de recibir trasplante de órgano sólido (por lo menos tres semanas previas al inicio del tratamiento  inmunosupresor) - pacientes con leucemias, linfomas y otras enfermedades malignas con enfermedad en remisión y quienes hubiesen terminado el tratamiento quimioterápico al menos tres meses antes. - síndrome nefrótico
ARG	Argentina	AMRO	2023	VARICELLA	Varicella vaccine	2	HW	Health workers	NATIONAL	+M1	1. Personal de salud sin antecedentes de infección y con serología negativa 2. Convivientes de inmunocomprometidos 3. Huéspedes en situaciones especiales: - niños con VIH con CD4 ≥ 15% o adolescentes y adultos con CD4 ≥ 200/mm³ - pacientes con deterioro de la inmunidad humoral, sin requerimiento de tratamiento sustitutivo con Inmunoglobulina  EV (ver cuadro 2) - pacientes en plan de recibir trasplante de órgano sólido (por lo menos tres semanas previas al inicio del tratamiento  inmunosupresor) - pacientes con leucemias, linfomas y otras enfermedades malignas con enfermedad en remisión y quienes hubiesen terminado el tratamiento quimioterápico al menos tres meses antes. - síndrome nefrótico
ARG	Argentina	AMRO	2023	VARICELLA	Varicella vaccine	2	RISKGROUPS	Risk group(s)	NATIONAL	+M1	1. Personal de salud sin antecedentes de infección y con serología negativa 2. Convivientes de inmunocomprometidos 3. Huéspedes en situaciones especiales: - niños con VIH con CD4 ≥ 15% o adolescentes y adultos con CD4 ≥ 200/mm³ - pacientes con deterioro de la inmunidad humoral, sin requerimiento de tratamiento sustitutivo con Inmunoglobulina  EV (ver cuadro 2) - pacientes en plan de recibir trasplante de órgano sólido (por lo menos tres semanas previas al inicio del tratamiento  inmunosupresor) - pacientes con leucemias, linfomas y otras enfermedades malignas con enfermedad en remisión y quienes hubiesen terminado el tratamiento quimioterápico al menos tres meses antes. - síndrome nefrótico
ARG	Argentina	AMRO	2023	VARICELLA	Varicella vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	1st contact	1. Personal de salud sin antecedentes de infección y con serología negativa 2. Convivientes de inmunocomprometidos 3. Huéspedes en situaciones especiales: - niños con VIH con CD4 ≥ 15% o adolescentes y adultos con CD4 ≥ 200/mm³ - pacientes con deterioro de la inmunidad humoral, sin requerimiento de tratamiento sustitutivo con Inmunoglobulina  EV (ver cuadro 2) - pacientes en plan de recibir trasplante de órgano sólido (por lo menos tres semanas previas al inicio del tratamiento  inmunosupresor) - pacientes con leucemias, linfomas y otras enfermedades malignas con enfermedad en remisión y quienes hubiesen terminado el tratamiento quimioterápico al menos tres meses antes. - síndrome nefrótico
ARG	Argentina	AMRO	2023	YF	YF (Yellow fever) vaccine	1		General/routine	SUBNATIONAL	M18	En zonas seleccionadas de riesgo
ARG	Argentina	AMRO	2023	YF	YF (Yellow fever) vaccine	2		General/routine	SUBNATIONAL	Y11	En zonas seleccionadas de riesgo
ARG	Argentina	AMRO	2023	YF	YF (Yellow fever) vaccine	1	TRAVELLERS	Travellers	NATIONAL	1st Contact	Viajeros
ARM	Armenia	EURO	2023	BCG	BCG (Baccille Calmette Guérin) vaccine	1		General/routine	NATIONAL	B	После рождения в течение 0-48 часа, после роддома  получают до 1 года в поликлинике.
ARM	Armenia	EURO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	1		General/routine	NATIONAL	W6	До 11 месяцев 29 дней
ARM	Armenia	EURO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	2		General/routine	NATIONAL	W12	До 11 месяцев 29 дней
ARM	Armenia	EURO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	3		General/routine	NATIONAL	W18	До 11 месяцев 29 дней
ARM	Armenia	EURO	2023	DTAPIPV	DTaP-IPV (acellular) vaccine	4	B_2YL_W	General/routine	NATIONAL	M18	
ARM	Armenia	EURO	2023	DTAPIPV	DTaP-IPV (acellular) vaccine	5	B_CHILD_W	General/routine	NATIONAL	Y6	
ARM	Armenia	EURO	2023	HEPA_ADULT	Adult Hepatitis A vaccine	1		General/routine	NATIONAL	Y15-Y16	только  юноши допризывного возраста 15-16 лет, вторая доза через 6 месяцев после первой дозы
ARM	Armenia	EURO	2023	HEPA_ADULT	Adult Hepatitis A vaccine	2		General/routine	NATIONAL	+M6	только  юноши допризывного возраста 15-16 лет, вторая доза через 6 месяцев после первой дозы
ARM	Armenia	EURO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	1st contact	лица с повышенным риском заболевания по схеме 0-1-6 месяцев
ARM	Armenia	EURO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	2	RISKGROUPS	Risk group(s)	NATIONAL	+M1	лица с повышенным риском заболевания по схеме 0-1-6 месяцев
ARM	Armenia	EURO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	3	RISKGROUPS	Risk group(s)	NATIONAL	+M6	лица с повышенным риском заболевания по схеме 0-1-6 месяцев
ARM	Armenia	EURO	2023	HEPB_PEDIATRIC	Pediatric Hepatitis B vaccine	1		General/routine	NATIONAL	B	После рождения в течение 0-24 часа, после роддома моно вакцину против Гепатита В для детей в поликлиниках не получают, в дальнейшем только получают в составе шестивалентной вакцины
ARM	Armenia	EURO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	1	FEMALE	HPV for females only	NATIONAL	Y14	только девочкам  в возрасте 14 лет- две дозы (вторая доза через 6 месяцев после первой)
ARM	Armenia	EURO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	2	FEMALE	HPV for females only	NATIONAL	+M6	только девочкам  в возрасте 14 лет- две дозы (вторая доза через 6 месяцев после первой)
ARM	Armenia	EURO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	2	RISKGROUPS	Risk group(s)	NATIONAL	+M2	15 до 45 лет -девочки и юноши, а также женщины и мужчины- три дозы ( 0,2,6 месяцев- интервал  между первой и третьей дозой 6 месяцев)
ARM	Armenia	EURO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	3	RISKGROUPS	Risk group(s)	NATIONAL	+M6	15 до 45 лет -девочки и юноши, а также женщины и мужчины- три дозы ( 0,2,6 месяцев- интервал  между первой и третьей дозой 6 месяцев)
ARM	Armenia	EURO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	Y15-Y45	15 до 45 лет -девочки и юноши, а также женщины и мужчины- три дозы ( 0,2,6 месяцев- интервал  между первой и третьей дозой 6 месяцев)
ARM	Armenia	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	ADULTS	Adults	NATIONAL	>=Y65	
ARM	Armenia	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	HW	Health workers	NATIONAL		Health and care workers
ARM	Armenia	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	PW	Pregnant women	NATIONAL		Pregnant women
ARM	Armenia	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Adults with chronic conditions, residents living in long-term care facilities, other groups
ARM	Armenia	EURO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1		General/routine	NATIONAL	M6-Y2	
ARM	Armenia	EURO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	2		General/routine	NATIONAL	Y3-Y5	
ARM	Armenia	EURO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Children with chronic conditions
ARM	Armenia	EURO	2023	MEN_ACYW_135CONJ	Meningococcal ACYW conjugate vaccine	1		General/routine	NATIONAL	Y15-Y16	только  юноши  допризывного возраста 15-16 лет
ARM	Armenia	EURO	2023	MEN_ACYW_135CONJ	Meningococcal ACYW conjugate vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		лица с повышенным риском заболевания
ARM	Armenia	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	2		General/routine	NATIONAL	Y4-Y6	
ARM	Armenia	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	3		General/routine	NATIONAL	Y15-Y16	Третью дозу получают только юноши допризывного возраста 15-16 лет, не имеющие 2 дозы
ARM	Armenia	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1		General/routine	NATIONAL	Y1	
ARM	Armenia	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		По эпидпоказаниям
ARM	Armenia	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1		General/routine	NATIONAL	W6	До 11 месяцев 29 дней, только  юноши допризывного возраста15-16 лет
ARM	Armenia	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	2		General/routine	NATIONAL	W12	До 11 месяцев 29 дней, только  юноши допризывного возраста15-16 лет
ARM	Armenia	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	3		General/routine	NATIONAL	W18	До 11 месяцев 29 дней, только  юноши допризывного возраста15-16 лет
ARM	Armenia	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	4		General/routine	NATIONAL	Y15-Y16	До 11 месяцев 29 дней, только  юноши допризывного возраста15-16 лет
ARM	Armenia	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		лица с повышенным риском заболевания
ARM	Armenia	EURO	2023	RABIES	Rabies vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		По эпидпоказаниям
ARM	Armenia	EURO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	1		General/routine	NATIONAL	W6	От 6 недель до 15 недель для первой дозы, от 16 недель до 32 недель  для второй дозы Ротавирусной вакцины
ARM	Armenia	EURO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	2		General/routine	NATIONAL	W16	От 6 недель до 15 недель для первой дозы, от 16 недель до 32 недель  для второй дозы Ротавирусной вакцины
ARM	Armenia	EURO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	1	ADULTS	Adults	NATIONAL	Y26-Y30	Женщины и мужчины от 26 лет через каждые 10 лет
ARM	Armenia	EURO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	2	ADULTS	Adults	NATIONAL	Y36-Y40	Женщины и мужчины от 26 лет через каждые 10 лет
ARM	Armenia	EURO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	3	ADULTS	Adults	NATIONAL	Y46-Y50	Женщины и мужчины от 26 лет через каждые 10 лет
ARM	Armenia	EURO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	4	ADULTS	Adults	NATIONAL	Y56-Y60	Женщины и мужчины от 26 лет через каждые 10 лет
ARM	Armenia	EURO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	5	ADULTS	Adults	NATIONAL	Y66-Y70	Женщины и мужчины от 26 лет через каждые 10 лет
ARM	Armenia	EURO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	6	ADULTS	Adults	NATIONAL	Y76-Y80	Женщины и мужчины от 26 лет через каждые 10 лет
ARM	Armenia	EURO	2023	TDAP_S	Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine	6	B_ADO_W	General/routine	NATIONAL	Y15-Y16	Лицам с 15 лет до 25 лет, с 26 лет получают только АДС-М
ARM	Armenia	EURO	2023	TULAREMIA	Tularemia vaccine	1		General/routine	NATIONAL	Y17	только юноши допризывного возраста 17 лет и лицам с повышенным риском заболевания и по эпидпоказаниям с 7-лет
ARM	Armenia	EURO	2023	TULAREMIA	Tularemia vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	>=Y7	только юноши допризывного возраста 17 лет и лицам с повышенным риском заболевания и по эпидпоказаниям с 7-лет
ATG	Antigua and Barbuda	AMRO	2023	DT	DT (Tetanus toxoid and diphtheria, children's dose) vaccine	5	B_CHILD_W	General/routine	NATIONAL	Y5	5yrs
ATG	Antigua and Barbuda	AMRO	2023	DTWP	DTwP (Whole cell) vaccine	4	B_2YL_W	General/routine	NATIONAL	M18	M18
ATG	Antigua and Barbuda	AMRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	1		General/routine	NATIONAL	M2	
ATG	Antigua and Barbuda	AMRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	2		General/routine	NATIONAL	M4	
ATG	Antigua and Barbuda	AMRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	3		General/routine	NATIONAL	M6	
ATG	Antigua and Barbuda	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	1	HW	Health workers	NATIONAL	1st contact	Adults who didn't receive their vaccine as infants, dialysis patients, hospital staff, medical and nursing students
ATG	Antigua and Barbuda	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	2	HW	Health workers	NATIONAL	+M1	Adults who didn't receive their vaccine as infants, dialysis patients, hospital staff, medical and nursing students
ATG	Antigua and Barbuda	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	3	HW	Health workers	NATIONAL	+M6	Adults who didn't receive their vaccine as infants, dialysis patients, hospital staff, medical and nursing students
ATG	Antigua and Barbuda	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	1st contact	Adults who didn't receive their vaccine as infants, dialysis patients, hospital staff, medical and nursing students
ATG	Antigua and Barbuda	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	2	RISKGROUPS	Risk group(s)	NATIONAL	+M1	Adults who didn't receive their vaccine as infants, dialysis patients, hospital staff, medical and nursing students
ATG	Antigua and Barbuda	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	3	RISKGROUPS	Risk group(s)	NATIONAL	+M6	Adults who didn't receive their vaccine as infants, dialysis patients, hospital staff, medical and nursing students
ATG	Antigua and Barbuda	AMRO	2023	HEPB_PEDIATRIC	Pediatric Hepatitis B vaccine	1		General/routine	NATIONAL	B	infants within the first 24 hours of birth
ATG	Antigua and Barbuda	AMRO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	1	BOTH	HPV administered to females and males	NATIONAL	Y9-Y13	females and males; aged 9-13 years x2 doses, aged 14-26 years x3 doses (+Y1 for older age group)
ATG	Antigua and Barbuda	AMRO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	2	BOTH	HPV administered to females and males	NATIONAL	+M6	females and males; aged 9-13 years x2 doses, aged 14-26 years x3 doses (+Y1 for older age group)
ATG	Antigua and Barbuda	AMRO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	3	BOTH	HPV administered to females and males	NATIONAL	+Y1	females and males; aged 9-13 years x2 doses, aged 14-26 years x3 doses (+Y1 for older age group)
ATG	Antigua and Barbuda	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	ADULTS	Adults	NATIONAL	>Y18	and older persons
ATG	Antigua and Barbuda	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	HW	Health workers	NATIONAL		Health and care workers
ATG	Antigua and Barbuda	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	PW	Pregnant women	NATIONAL		Pregnant women
ATG	Antigua and Barbuda	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Adults with chronic conditions, residents living in long-term care facilities
ATG	Antigua and Barbuda	AMRO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1		General/routine	NATIONAL	M6-M35	
ATG	Antigua and Barbuda	AMRO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	2		General/routine	NATIONAL	>=Y3	
